CustomerID,TransactionID,TransactionDate,Amount,ProductCategory,Age,Gender,Income,Location,PageVisits,TimeSpentOnSite,PurchaseCount
965,7611,2023-12-17,436.11,Clothing,56,Female,129021,Los Angeles,14,60,5
627,8184,2023-09-21,49.32,Home & Garden,79,Male,147498,Los Angeles,26,38,10
631,6724,2023-10-09,330.23,Clothing,63,Male,51106,Houston,18,80,10
603,7599,2023-07-14,97.45,Home & Garden,62,Female,102304,Los Angeles,3,113,4
346,1853,2024-01-07,269.13,Home & Garden,67,Male,31506,New York,2,22,2
618,4256,2023-11-14,419.06,Electronics,33,Female,71854,Los Angeles,26,110,8
672,9783,2023-06-18,236.87,Home & Garden,43,Female,94899,New York,28,60,3
562,9770,2023-12-07,270.65,Electronics,48,Male,46325,Los Angeles,19,88,5
583,9693,2023-03-21,235.71,Electronics,44,Female,102241,New York,2,42,10
208,6625,2023-08-23,102.36,Home & Garden,37,Male,110584,Los Angeles,25,88,10
309,1745,2023-12-30,25.79,Home & Garden,25,Female,87256,New York,12,95,6
975,5876,2023-03-21,311.31,Electronics,21,Male,79104,Houston,5,52,9
891,3521,2023-12-17,110.98,Electronics,33,Male,63355,Chicago,5,112,10
811,5826,2023-10-01,228.76,Home & Garden,66,Male,134033,New York,17,85,6
337,4793,2023-12-07,129.92,Electronics,57,Female,39215,New York,30,41,7
536,2288,2023-06-05,225.09,Home & Garden,67,Male,107924,New York,21,89,3
263,9800,2023-03-23,379.65,Electronics,53,Male,149511,Los Angeles,10,5,3
956,5003,2023-09-14,256.91,Clothing,41,Male,127896,Los Angeles,2,43,9
533,1098,2023-09-11,409.74,Home & Garden,37,Female,57968,New York,1,83,4
838,2254,2023-04-28,292.96,Home & Garden,55,Female,53030,Los Angeles,9,104,3
661,2060,2023-06-06,126.08,Electronics,49,Male,145879,Houston,7,47,6
849,1921,2023-07-19,212.64,Clothing,54,Male,94563,Chicago,11,92,1
164,9424,2023-11-21,282.79,Home & Garden,22,Male,34515,New York,10,99,2
480,7917,2023-09-11,316.74,Clothing,68,Female,130715,Chicago,30,84,6
466,3277,2023-05-15,32.97,Clothing,20,Female,77251,Chicago,19,111,5
468,3015,2023-11-18,395.04,Clothing,74,Female,96465,Chicago,23,34,5
298,6607,2024-02-06,210.05,Clothing,64,Female,138466,Los Angeles,12,14,5
837,3597,2023-04-24,100.1,Home & Garden,56,Female,144491,Houston,4,99,2
964,8653,2024-03-03,128.07,Electronics,38,Female,37715,Los Angeles,30,17,8
643,4477,2023-11-21,430.2,Electronics,50,Female,28033,Chicago,27,12,2
290,2401,2023-12-20,458.22,Home & Garden,50,Female,144311,Houston,14,13,10
547,5224,2023-07-14,484.22,Home & Garden,56,Male,99369,Houston,5,7,5
834,6380,2023-05-09,200.33,Clothing,30,Male,49759,Houston,22,97,4
87,8067,2024-01-28,171.83,Electronics,25,Female,139429,Chicago,23,104,7
474,8018,2023-06-21,425.1,Electronics,20,Male,57046,Houston,27,10,6
565,2465,2024-03-15,35.25,Clothing,22,Male,115441,Chicago,25,19,2
237,3511,2023-04-20,438.07,Electronics,33,Male,83136,Houston,7,116,7
169,9323,2023-04-17,244.9,Clothing,72,Female,128494,Houston,17,49,3
521,8854,2023-10-17,478.94,Electronics,31,Male,147134,Chicago,9,85,6
977,6869,2023-03-26,469.21,Home & Garden,73,Male,113365,Chicago,1,30,3
331,1232,2023-07-08,375.97,Clothing,50,Male,80587,New York,21,57,4
431,3191,2024-03-18,350.86,Home & Garden,48,Male,99862,Houston,17,36,3
466,7341,2023-07-02,204.35,Electronics,70,Female,37403,Houston,23,22,4
682,1129,2023-05-22,390.0,Clothing,59,Female,27035,Houston,3,46,3
488,4021,2023-06-09,271.49,Clothing,61,Female,87341,Houston,8,116,6
908,2885,2023-06-16,138.17,Home & Garden,37,Female,98795,Los Angeles,6,63,6
50,2232,2024-02-07,238.34,Home & Garden,42,Female,145172,Houston,17,77,6
787,7763,2024-03-18,383.2,Clothing,25,Male,134447,Chicago,30,99,10
712,5946,2023-12-23,191.65,Clothing,26,Male,113789,Chicago,3,117,1
610,6320,2023-08-29,285.64,Electronics,54,Male,47568,Houston,14,49,3
645,8379,2023-04-21,17.95,Home & Garden,49,Female,72193,Los Angeles,23,38,9
526,2561,2024-01-01,154.64,Electronics,78,Female,120191,Los Angeles,10,90,3
23,8947,2024-01-25,122.71,Home & Garden,56,Male,44443,Chicago,2,112,2
208,7656,2023-08-05,254.66,Home & Garden,50,Female,81724,New York,5,108,8
826,6448,2023-10-04,136.09,Clothing,55,Female,124675,Los Angeles,5,47,3
940,7753,2023-06-25,235.81,Home & Garden,43,Female,132526,Chicago,16,40,10
569,8105,2023-04-12,92.94,Home & Garden,31,Female,61439,Los Angeles,6,32,8
702,2103,2023-08-13,100.18,Home & Garden,46,Male,108045,Houston,9,54,4
777,1286,2024-01-03,266.73,Electronics,67,Male,73994,Houston,28,82,4
276,9679,2023-08-31,384.53,Clothing,53,Male,119936,Los Angeles,4,24,7
641,4087,2023-05-05,422.85,Electronics,38,Male,109837,Houston,15,41,4
583,6943,2023-05-11,356.51,Electronics,63,Male,102222,Los Angeles,13,77,7
856,6990,2023-08-07,257.81,Clothing,36,Male,98707,Houston,5,66,2
641,7825,2024-01-09,312.74,Home & Garden,36,Female,73063,Los Angeles,5,47,7
793,9507,2023-12-18,333.05,Electronics,58,Male,132689,Los Angeles,1,85,2
910,7312,2023-06-05,270.78,Clothing,46,Male,90944,Los Angeles,18,114,5
509,9817,2023-12-22,18.2,Home & Garden,21,Female,80110,Chicago,7,118,5
803,2164,2023-06-04,272.51,Clothing,37,Male,74074,Chicago,12,14,5
69,6552,2023-10-21,256.09,Home & Garden,75,Female,22948,Houston,5,105,10
146,2117,2023-09-24,405.02,Electronics,49,Male,148623,New York,16,76,9
451,7678,2023-10-02,459.84,Home & Garden,67,Male,45410,New York,25,115,5
199,7496,2024-03-13,128.07,Home & Garden,42,Female,55825,Chicago,10,57,5
377,2994,2023-04-11,409.46,Clothing,69,Female,26331,New York,24,87,2
329,1851,2023-11-10,48.72,Clothing,55,Female,56817,Chicago,4,57,9
200,4222,2023-11-07,286.85,Home & Garden,18,Male,42237,New York,11,95,7
876,8300,2023-07-24,156.99,Electronics,45,Male,129216,New York,20,43,5
512,9810,2023-08-31,55.82,Clothing,58,Female,29012,New York,24,16,9
692,7636,2024-03-18,280.82,Electronics,32,Male,97703,New York,5,34,6
741,6181,2023-11-13,354.39,Electronics,41,Female,79264,Chicago,25,45,5
741,8612,2023-11-27,424.21,Home & Garden,67,Female,130326,Los Angeles,28,58,3
410,8035,2023-04-24,287.27,Electronics,48,Male,138638,Chicago,20,42,3
726,2050,2023-05-15,122.59,Home & Garden,25,Female,87244,Los Angeles,17,33,3
142,9915,2023-11-30,142.84,Electronics,61,Female,140403,New York,20,32,2
37,8284,2023-10-29,450.66,Home & Garden,20,Male,98703,Houston,2,84,10
490,6302,2023-08-01,97.88,Clothing,45,Male,23758,New York,2,54,2
523,1500,2023-03-21,481.12,Home & Garden,58,Male,81819,New York,24,63,4
690,7626,2023-04-22,378.6,Home & Garden,40,Female,118505,Chicago,5,95,9
501,7435,2024-03-13,465.15,Clothing,40,Male,31574,Houston,16,5,8
38,9333,2023-04-15,286.34,Home & Garden,80,Female,74736,New York,18,70,4
526,5086,2023-09-04,341.75,Home & Garden,80,Female,76016,Houston,24,16,1
621,3339,2024-03-07,198.08,Home & Garden,45,Male,133047,Los Angeles,26,64,8
121,3883,2023-06-16,397.34,Home & Garden,39,Male,81150,Los Angeles,25,11,1
838,6134,2023-09-08,255.39,Clothing,45,Male,49637,Chicago,25,21,4
121,8113,2024-02-14,57.87,Electronics,61,Male,67419,Chicago,7,19,9
26,1102,2023-08-08,176.89,Home & Garden,45,Female,58380,New York,20,42,4
770,9481,2023-12-16,484.77,Clothing,73,Male,120798,Chicago,25,43,2
232,9772,2024-02-29,320.72,Clothing,56,Female,101066,Houston,4,42,1
580,3179,2023-08-22,121.79,Home & Garden,30,Female,87855,Chicago,7,50,10
720,3436,2023-05-09,221.61,Home & Garden,71,Female,57137,Chicago,25,7,10
531,8352,2023-10-11,51.99,Home & Garden,66,Female,99248,Houston,20,30,8
281,7646,2023-11-22,401.05,Home & Garden,73,Male,42860,Houston,29,36,7
487,4414,2023-09-19,50.2,Electronics,54,Female,41469,Los Angeles,16,49,6
488,4487,2024-03-11,358.72,Home & Garden,68,Male,69393,Chicago,4,67,10
417,1176,2023-09-20,372.43,Clothing,44,Female,126335,Chicago,11,76,10
926,8882,2023-08-02,62.21,Electronics,74,Female,149368,Chicago,14,40,2
398,8909,2023-09-01,227.92,Clothing,44,Male,46019,Houston,8,13,6
366,4025,2024-01-28,74.93,Electronics,68,Female,130962,New York,19,32,3
932,6993,2024-03-01,229.93,Home & Garden,25,Female,99492,Chicago,19,30,9
490,3069,2023-07-11,60.61,Electronics,65,Female,44562,Los Angeles,1,35,8
400,7814,2023-08-10,281.57,Home & Garden,39,Female,62037,Houston,21,52,7
843,7990,2024-02-18,433.22,Electronics,78,Female,108887,New York,18,18,10
843,5135,2023-08-15,212.77,Electronics,27,Male,58975,Chicago,18,117,8
322,3126,2023-06-24,290.26,Electronics,55,Female,32135,Chicago,15,6,1
318,5580,2024-02-09,93.06,Clothing,78,Female,137234,New York,28,28,10
367,2966,2023-09-02,141.52,Electronics,52,Male,98286,Chicago,9,63,1
659,9902,2023-08-28,91.93,Clothing,26,Female,100851,Houston,21,87,7
623,7397,2024-03-14,156.88,Electronics,29,Female,96952,Los Angeles,20,100,1
455,1591,2023-05-22,133.33,Electronics,49,Female,77409,Houston,2,82,5
228,3359,2023-06-30,300.97,Electronics,65,Female,144066,Houston,1,88,7
479,1144,2023-05-15,62.42,Clothing,33,Male,27045,Chicago,28,80,1
623,4272,2023-11-16,474.92,Clothing,73,Female,39023,Los Angeles,17,98,7
274,5748,2024-01-20,404.0,Clothing,19,Female,148221,Chicago,24,28,2
808,2625,2023-06-09,174.02,Home & Garden,55,Male,121526,Los Angeles,1,51,8
748,9626,2023-04-18,157.21,Home & Garden,23,Male,106001,Chicago,10,87,4
615,4930,2023-10-11,244.71,Electronics,71,Female,45345,Houston,20,46,10
951,3159,2023-06-12,484.68,Clothing,43,Female,124017,Houston,3,51,9
1,4039,2023-05-18,484.2,Electronics,20,Female,149286,Los Angeles,1,55,2
505,4038,2023-10-12,194.27,Clothing,48,Female,99226,Los Angeles,17,27,10
183,3183,2023-06-26,65.81,Home & Garden,18,Male,82478,Los Angeles,27,80,10
265,2444,2024-02-17,300.19,Home & Garden,70,Male,65459,Houston,18,32,10
505,6972,2023-05-05,344.04,Home & Garden,26,Male,106475,Houston,29,34,10
772,1026,2023-11-08,476.97,Clothing,64,Male,39737,Los Angeles,27,68,10
991,8439,2023-04-21,224.84,Clothing,67,Male,140879,Chicago,3,49,8
622,4149,2023-07-18,411.29,Clothing,23,Female,106195,Houston,21,95,3
216,1310,2024-02-20,78.2,Clothing,24,Male,137711,Los Angeles,20,100,6
937,2021,2023-10-29,133.81,Electronics,32,Female,27952,Los Angeles,16,48,4
343,4563,2024-02-08,396.65,Electronics,29,Female,74702,New York,19,59,4
732,2933,2024-01-12,495.44,Clothing,45,Female,21124,New York,18,56,7
657,7556,2024-02-16,271.84,Home & Garden,68,Female,24234,Houston,26,74,8
291,8078,2023-03-25,276.39,Clothing,19,Male,94056,Los Angeles,10,73,2
896,3867,2023-04-05,63.59,Electronics,34,Female,21601,Houston,9,50,10
56,5306,2023-11-19,91.51,Home & Garden,68,Male,69471,Houston,8,116,3
38,2840,2023-11-18,285.98,Home & Garden,37,Female,82751,New York,13,17,7
882,1607,2023-11-22,483.74,Clothing,47,Female,32534,Chicago,13,58,4
12,1336,2023-09-18,61.91,Electronics,59,Female,71330,Houston,3,78,10
140,6039,2023-06-18,118.78,Home & Garden,77,Male,25658,Los Angeles,22,88,6
472,6986,2023-09-22,228.43,Clothing,61,Female,112753,Los Angeles,11,38,2
654,8167,2023-07-27,388.45,Home & Garden,28,Male,104278,Los Angeles,14,49,4
549,3572,2023-06-24,179.03,Electronics,27,Female,117647,Los Angeles,22,35,3
990,8945,2023-10-28,61.23,Clothing,42,Male,23795,Chicago,3,75,4
814,7254,2024-01-23,66.87,Home & Garden,77,Male,61935,Houston,30,45,2
584,6839,2023-04-11,180.68,Clothing,21,Female,147494,Houston,21,58,6
855,3261,2023-07-08,394.29,Home & Garden,23,Female,149661,Houston,7,60,5
486,8361,2024-01-14,180.67,Electronics,61,Female,62971,New York,30,88,4
637,4734,2023-03-29,363.78,Clothing,66,Female,111105,Los Angeles,18,70,8
382,5271,2023-10-09,42.92,Electronics,29,Male,100091,New York,22,84,6
501,3216,2023-12-10,21.07,Clothing,43,Male,25886,Houston,30,7,2
899,5406,2023-09-13,341.8,Electronics,33,Male,103764,New York,5,99,9
916,1496,2023-11-16,262.84,Home & Garden,25,Male,136639,Los Angeles,24,51,2
625,5118,2023-09-26,172.18,Clothing,61,Female,24353,New York,24,103,5
49,9982,2024-03-16,123.61,Clothing,72,Male,133016,Houston,2,89,3
815,9956,2023-09-23,101.33,Home & Garden,56,Female,131310,Los Angeles,28,70,8
239,4243,2023-04-01,203.84,Home & Garden,73,Male,92614,New York,17,62,1
835,2084,2023-06-05,230.29,Clothing,59,Female,87206,Houston,26,22,10
830,2590,2023-04-04,12.18,Electronics,51,Male,81794,New York,26,82,7
869,5878,2023-04-14,146.39,Home & Garden,55,Male,140533,Los Angeles,11,38,9
741,8430,2024-01-31,292.9,Home & Garden,71,Male,23582,New York,20,9,9
273,1892,2023-09-19,189.24,Electronics,46,Female,125527,New York,12,68,7
911,9639,2024-02-25,65.84,Home & Garden,64,Female,53779,Chicago,14,19,7
414,1627,2023-11-21,268.58,Home & Garden,70,Female,146409,Houston,12,27,10
900,7240,2024-01-08,302.52,Home & Garden,19,Female,72340,Chicago,25,38,6
661,9619,2024-03-14,297.63,Clothing,19,Female,88557,Los Angeles,2,34,2
614,4095,2023-09-21,424.3,Home & Garden,59,Male,98072,New York,25,100,3
136,4421,2023-09-25,408.73,Home & Garden,40,Female,83823,New York,30,12,3
73,5123,2023-10-15,460.15,Home & Garden,63,Male,143521,New York,9,11,9
305,5331,2023-05-19,339.33,Clothing,67,Male,139051,Houston,28,35,9
333,6306,2023-10-05,126.9,Electronics,32,Male,86783,Chicago,26,94,8
380,7218,2023-10-13,192.92,Electronics,49,Female,24543,Chicago,14,68,2
928,9274,2023-09-25,214.94,Electronics,19,Female,80005,Houston,25,49,5
174,9635,2023-12-17,217.29,Clothing,53,Male,100941,Houston,6,45,2
17,6638,2023-06-19,281.91,Clothing,43,Female,125763,New York,13,73,4
156,2234,2024-02-14,78.75,Clothing,70,Female,144470,Chicago,16,40,1
347,3508,2023-09-19,313.51,Clothing,49,Male,86330,Los Angeles,15,105,6
340,7207,2023-05-04,247.46,Electronics,79,Female,114401,Houston,13,7,6
821,3981,2023-05-29,482.28,Home & Garden,56,Female,103265,New York,27,36,3
552,6359,2023-12-02,210.48,Clothing,30,Female,112778,New York,27,98,4
67,8154,2023-08-25,357.97,Clothing,30,Female,98275,Chicago,9,13,1
916,5527,2024-03-02,91.95,Home & Garden,34,Male,106329,Los Angeles,29,63,1
20,3384,2024-02-18,399.98,Electronics,36,Female,33332,Chicago,1,98,10
585,5170,2024-02-23,26.02,Electronics,32,Female,96952,Los Angeles,25,37,6
704,2572,2023-09-18,92.42,Clothing,31,Female,79249,New York,1,33,9
397,4845,2023-06-10,279.37,Electronics,61,Male,73171,Chicago,30,40,3
593,2326,2024-03-06,141.27,Home & Garden,58,Female,25369,Houston,4,26,7
232,3416,2024-01-05,275.6,Electronics,69,Female,97194,New York,2,70,9
373,9196,2023-07-20,277.71,Clothing,49,Male,104399,Los Angeles,29,63,5
478,9461,2023-10-19,370.63,Home & Garden,36,Male,123861,New York,21,45,1
696,6885,2024-01-18,155.88,Electronics,78,Female,71446,Chicago,7,96,1
607,5579,2023-07-17,138.78,Electronics,66,Female,47387,Houston,29,102,7
641,6633,2023-12-14,433.99,Electronics,42,Male,118889,Houston,13,96,10
710,8232,2024-02-29,112.84,Home & Garden,73,Female,57342,Chicago,13,30,3
706,4579,2023-05-30,431.91,Home & Garden,22,Female,43135,New York,5,48,9
838,1730,2023-10-02,91.33,Electronics,70,Male,126265,New York,12,65,8
364,2336,2023-03-20,408.63,Electronics,76,Female,138700,Chicago,19,42,5
260,7865,2023-11-15,270.82,Home & Garden,77,Male,91025,New York,23,47,10
166,9224,2023-07-09,168.59,Home & Garden,44,Female,35093,Chicago,17,98,4
854,1539,2023-05-20,151.77,Clothing,75,Male,129650,Houston,23,85,10
809,8402,2023-10-30,76.44,Clothing,63,Male,62233,New York,23,17,8
577,1411,2023-07-26,496.32,Home & Garden,34,Male,149958,Houston,27,6,4
895,5650,2023-09-10,353.7,Electronics,76,Male,96430,Chicago,7,43,8
503,2941,2023-09-03,81.66,Clothing,71,Male,81204,Los Angeles,17,101,5
552,4232,2023-11-22,383.12,Home & Garden,44,Female,119288,Los Angeles,9,118,10
385,4299,2023-11-17,249.83,Home & Garden,40,Female,130489,Houston,11,100,5
290,2417,2024-01-16,317.63,Clothing,79,Female,66894,New York,21,103,4
392,3873,2023-05-08,47.0,Electronics,47,Female,50466,Chicago,12,19,3
998,1436,2023-07-11,262.65,Clothing,20,Female,85981,Chicago,23,86,8
787,6425,2023-06-03,232.8,Clothing,38,Female,120882,Los Angeles,22,55,2
293,6562,2023-09-08,295.16,Home & Garden,66,Male,149185,Houston,26,104,8
449,6201,2023-08-07,368.16,Clothing,34,Female,47479,Houston,4,48,8
194,5689,2023-06-18,426.55,Home & Garden,61,Female,84441,Chicago,29,34,10
674,6947,2023-08-17,116.74,Clothing,68,Male,31883,New York,5,61,5
278,4322,2023-10-29,252.41,Clothing,54,Female,64911,Houston,20,19,7
477,6984,2023-10-24,175.5,Home & Garden,21,Male,72227,Houston,9,42,10
517,4183,2023-08-11,287.41,Clothing,31,Female,105266,New York,11,119,8
144,4336,2024-02-29,448.14,Electronics,73,Male,32151,Los Angeles,1,97,9
242,4949,2023-08-17,58.79,Clothing,67,Male,110605,Houston,5,27,5
657,3035,2023-06-29,70.88,Electronics,61,Female,70263,Chicago,11,73,1
449,8807,2024-02-27,233.69,Clothing,56,Male,125987,Chicago,29,104,9
892,6104,2024-01-23,497.89,Electronics,47,Female,75346,New York,20,84,9
872,1388,2024-03-16,87.9,Clothing,52,Male,90528,Los Angeles,28,75,7
652,1351,2023-06-27,330.75,Clothing,69,Male,108028,Chicago,20,6,4
321,2703,2023-06-23,192.2,Home & Garden,53,Male,44537,Houston,5,112,9
950,8265,2023-05-10,35.38,Home & Garden,35,Female,67218,Houston,23,10,3
604,8774,2023-05-11,365.73,Electronics,77,Female,48433,Chicago,3,45,3
188,8397,2023-09-17,331.19,Home & Garden,63,Male,106334,Houston,21,95,2
776,1393,2023-11-20,10.53,Clothing,54,Male,121377,Los Angeles,22,99,10
399,9516,2023-07-06,75.02,Electronics,18,Female,92686,Houston,14,83,7
184,2748,2024-03-14,14.55,Home & Garden,28,Female,99877,New York,3,28,6
967,4405,2023-05-19,410.38,Clothing,29,Male,91927,Chicago,28,10,2
22,8135,2023-04-12,244.07,Electronics,29,Female,56905,Houston,1,93,3
27,1640,2023-12-20,53.77,Electronics,73,Male,107644,Houston,11,74,6
280,8767,2023-09-17,163.54,Clothing,23,Male,93570,New York,1,109,4
126,5799,2023-10-28,197.53,Electronics,19,Male,55001,Los Angeles,6,6,7
713,4320,2023-07-31,43.52,Home & Garden,54,Male,63434,Chicago,24,26,3
130,1483,2023-04-24,309.06,Electronics,42,Female,133644,Chicago,22,107,5
178,9739,2023-04-01,182.08,Electronics,58,Male,130210,Houston,30,42,6
666,9960,2023-07-15,460.75,Home & Garden,56,Female,91267,New York,8,30,4
279,2215,2024-02-25,431.38,Electronics,80,Male,49476,Chicago,23,112,7
193,5726,2024-03-15,78.61,Electronics,26,Female,121340,Houston,30,11,4
989,2723,2023-11-05,182.25,Clothing,73,Female,117733,Chicago,22,45,2
601,3985,2023-09-29,397.63,Electronics,53,Female,146069,New York,14,111,8
360,6702,2023-08-20,325.86,Electronics,22,Female,126249,Los Angeles,22,75,4
312,1510,2023-04-30,391.7,Home & Garden,47,Male,45591,New York,9,72,6
345,8460,2023-05-02,425.47,Home & Garden,38,Female,114606,New York,23,94,2
70,8120,2023-12-11,110.67,Home & Garden,47,Male,76058,Los Angeles,14,48,6
576,6167,2023-06-09,376.44,Clothing,20,Male,148994,Houston,16,53,6
532,1081,2023-07-28,394.06,Electronics,21,Female,62189,Los Angeles,19,69,8
984,9668,2023-09-10,199.08,Electronics,57,Female,115122,Los Angeles,14,19,9
931,1529,2023-04-27,322.66,Electronics,61,Male,94982,Houston,2,38,8
522,8627,2023-11-22,493.57,Clothing,54,Male,67623,New York,30,112,4
780,4628,2023-04-01,199.55,Home & Garden,19,Female,62660,New York,1,29,1
54,9104,2023-12-18,189.05,Home & Garden,30,Male,113097,New York,25,85,10
306,5690,2023-11-01,383.74,Electronics,74,Male,126795,Chicago,16,27,6
224,8289,2023-07-09,297.81,Electronics,36,Female,55835,Houston,17,78,10
950,7679,2023-10-16,115.71,Electronics,54,Female,49643,Los Angeles,29,47,2
741,7305,2023-04-23,258.24,Home & Garden,58,Female,82404,Los Angeles,23,49,5
774,2716,2023-06-10,217.55,Clothing,56,Male,103211,Chicago,4,77,2
120,7114,2023-05-01,323.86,Home & Garden,78,Male,96405,Houston,8,118,8
458,3747,2023-12-15,145.96,Clothing,73,Male,84384,Chicago,11,87,5
472,2285,2023-10-11,260.54,Electronics,80,Male,115368,Los Angeles,6,52,4
371,3663,2023-08-29,272.83,Clothing,47,Male,37732,Houston,10,76,7
540,4412,2023-04-09,161.98,Clothing,74,Male,84909,New York,26,8,2
893,8057,2023-12-29,38.37,Electronics,52,Female,138852,Los Angeles,30,54,8
558,1444,2023-12-30,66.83,Home & Garden,75,Male,69509,New York,1,30,1
196,3132,2023-06-25,161.55,Home & Garden,39,Male,137057,Los Angeles,1,69,9
795,3108,2023-07-19,68.53,Home & Garden,50,Male,32051,Chicago,14,31,7
429,4156,2024-03-04,353.73,Electronics,32,Female,27618,New York,2,62,3
534,7655,2023-08-23,476.98,Home & Garden,77,Female,78627,Chicago,22,17,9
152,6068,2023-04-29,91.81,Electronics,50,Female,133271,New York,2,96,3
58,2900,2023-11-27,369.14,Electronics,25,Male,118411,Los Angeles,18,119,3
991,1206,2023-12-31,174.16,Clothing,42,Female,25771,Los Angeles,21,22,3
776,4887,2023-06-03,266.69,Clothing,65,Male,100199,Los Angeles,15,114,7
935,6471,2023-05-18,253.11,Home & Garden,39,Female,113966,Los Angeles,3,30,8
386,8408,2023-09-07,37.17,Home & Garden,55,Male,83959,Los Angeles,11,35,4
522,1489,2023-03-29,190.17,Clothing,61,Male,70921,New York,29,88,7
869,3667,2023-10-20,448.19,Home & Garden,56,Male,30946,Chicago,29,22,1
707,6203,2023-07-24,121.92,Home & Garden,31,Male,68368,Los Angeles,30,52,7
602,8623,2023-12-03,31.58,Electronics,60,Male,111882,Chicago,10,90,2
556,2956,2023-06-24,32.53,Clothing,67,Female,149789,Los Angeles,30,119,2
348,5795,2024-02-26,460.91,Electronics,27,Male,140597,Houston,13,9,6
741,7015,2023-05-26,280.9,Home & Garden,45,Female,24028,New York,7,72,2
234,2804,2023-12-20,120.01,Electronics,43,Female,114683,Los Angeles,26,52,3
624,8788,2023-03-19,458.77,Clothing,24,Female,65902,New York,30,34,1
548,4511,2023-05-14,414.74,Home & Garden,31,Female,145015,Los Angeles,23,83,4
870,4903,2023-04-27,68.51,Home & Garden,72,Male,92912,Los Angeles,29,72,8
790,9013,2023-09-30,97.88,Home & Garden,79,Male,106679,New York,23,66,10
635,8382,2023-10-29,477.5,Electronics,58,Female,132596,Houston,14,14,2
747,1060,2023-12-05,434.36,Clothing,19,Female,80171,Los Angeles,10,75,3
964,7915,2023-09-24,52.33,Clothing,26,Male,61367,Chicago,16,106,2
186,5245,2024-01-01,190.77,Clothing,31,Female,81415,Los Angeles,30,119,10
646,1114,2023-06-30,372.39,Electronics,32,Female,63776,Los Angeles,6,29,2
106,9698,2023-08-26,190.45,Clothing,54,Male,138543,Los Angeles,24,86,3
715,1452,2023-06-04,368.91,Home & Garden,52,Male,58137,Los Angeles,11,65,4
766,5549,2023-05-19,83.78,Clothing,25,Male,117779,Chicago,1,116,2
275,8599,2023-11-17,124.17,Clothing,54,Male,124689,New York,23,103,6
567,7797,2024-01-20,475.99,Electronics,40,Female,113477,Houston,23,52,7
963,5501,2024-01-19,426.01,Home & Garden,45,Female,59970,Los Angeles,21,52,8
324,2059,2023-06-19,60.94,Home & Garden,70,Male,147862,New York,24,102,4
190,3360,2023-12-21,215.71,Electronics,58,Male,37226,Houston,26,21,9
640,9445,2023-11-01,358.71,Electronics,24,Male,110888,New York,6,91,6
679,9825,2023-09-29,461.42,Home & Garden,55,Female,85707,Houston,15,74,8
91,1190,2023-10-01,353.41,Clothing,77,Female,109423,New York,29,106,5
826,4549,2023-05-26,487.53,Electronics,41,Male,36831,Houston,28,84,8
671,8931,2023-08-28,257.66,Home & Garden,66,Female,141465,Los Angeles,21,69,3
785,6080,2024-01-24,46.67,Home & Garden,36,Male,32178,Houston,27,75,6
171,9321,2024-03-06,223.14,Electronics,20,Male,57864,Houston,13,118,3
875,3784,2023-06-11,152.92,Clothing,69,Female,88757,New York,20,115,4
868,9270,2024-01-22,353.36,Home & Garden,45,Female,51693,New York,30,5,10
498,6548,2023-09-03,165.85,Clothing,40,Male,71719,Chicago,27,80,6
376,7363,2023-04-24,46.6,Electronics,63,Male,125087,Houston,30,53,10
53,3183,2023-08-05,392.17,Home & Garden,79,Male,22137,Houston,4,15,10
188,2256,2024-03-14,86.15,Electronics,20,Female,86597,Houston,13,30,5
176,9749,2023-04-12,238.37,Clothing,50,Male,82410,Houston,23,18,9
504,2799,2024-01-03,272.6,Electronics,54,Female,63450,Los Angeles,8,13,1
498,9031,2024-02-06,161.07,Clothing,53,Male,89748,Los Angeles,12,58,10
880,9755,2024-02-24,54.31,Home & Garden,27,Female,145722,Los Angeles,25,114,8
755,4140,2023-06-22,414.93,Home & Garden,58,Male,115556,Chicago,15,120,10
654,1958,2023-08-16,115.36,Clothing,55,Male,142449,Chicago,1,41,1
580,7337,2024-02-26,54.69,Electronics,52,Female,20047,Los Angeles,2,115,8
817,4762,2024-03-02,204.16,Electronics,36,Female,38754,New York,17,52,6
930,1629,2024-02-16,137.48,Electronics,78,Male,51902,Los Angeles,10,42,9
229,1647,2023-04-02,476.53,Clothing,56,Male,70885,New York,19,67,4
105,7702,2023-09-16,56.42,Electronics,60,Male,145093,New York,14,80,3
223,7498,2023-08-02,69.51,Electronics,76,Male,142160,Houston,21,11,8
11,4826,2023-07-07,74.05,Clothing,48,Female,138325,Los Angeles,27,12,1
866,6884,2023-12-25,346.28,Home & Garden,18,Male,55611,Los Angeles,25,22,3
93,8907,2023-12-14,295.34,Clothing,75,Male,142975,Los Angeles,22,5,5
346,1660,2023-10-14,20.68,Electronics,38,Male,114181,Los Angeles,8,47,9
267,7475,2023-08-14,452.22,Clothing,61,Male,73923,Chicago,16,46,6
127,6428,2023-03-22,55.07,Clothing,27,Male,23546,Chicago,28,57,7
645,1194,2023-08-08,30.92,Clothing,65,Male,86936,Chicago,9,26,9
634,2136,2023-12-05,92.31,Home & Garden,79,Female,75169,Los Angeles,2,90,3
764,1480,2023-11-26,412.63,Clothing,78,Female,124366,Los Angeles,15,13,6
867,4899,2023-12-12,24.45,Home & Garden,25,Female,65415,Chicago,12,18,10
