transaction_id,product_id,product_name,category,quantity,unit_price,total_price,customer_id,timestamp,region
1383,6006,T-shirt,Fashion,6,20,120,166,2023-07-07 06:30:31,West
1384,3003,Headphones,Electronics,4,100,400,123,2023-12-26 06:30:31,West
1385,6006,T-shirt,Fashion,4,20,80,138,2024-03-01 06:30:31,West
1386,4004,Sneakers,Fashion,8,50,400,168,2024-03-07 06:30:31,South
1387,6006,T-shirt,Fashion,1,20,20,159,2023-07-21 06:30:31,North
1388,6006,T-shirt,Fashion,10,20,200,105,2023-12-22 06:30:31,West
1389,6006,T-shirt,Fashion,5,20,100,129,2023-03-24 06:30:31,South
1390,4004,Sneakers,Fashion,9,50,450,143,2023-11-26 06:30:31,West
1391,2002,Smartphone,Electronics,6,500,3000,126,2023-07-15 06:30:31,East
1392,2002,Smartphone,Electronics,8,500,4000,184,2023-11-24 06:30:31,West
1393,1001,Laptop,Electronics,10,800,8000,183,2024-03-12 06:30:31,North
1394,1001,Laptop,Electronics,1,800,800,130,2024-02-29 06:30:31,North
1395,1001,Laptop,Electronics,8,800,6400,140,2023-10-13 06:30:31,East
1396,4004,Sneakers,Fashion,5,50,250,115,2023-05-12 06:30:31,North
1397,6006,T-shirt,Fashion,10,20,200,158,2023-08-10 06:30:31,North
1398,6006,T-shirt,Fashion,6,20,120,130,2023-10-27 06:30:31,North
1399,2002,Smartphone,Electronics,8,500,4000,123,2023-03-21 06:30:31,North
1400,1001,Laptop,Electronics,5,800,4000,138,2023-07-22 06:30:31,West
1401,4004,Sneakers,Fashion,4,50,200,130,2023-10-18 06:30:31,East
1402,2002,Smartphone,Electronics,6,500,3000,115,2023-07-18 06:30:31,North
1403,5005,Sunglasses,Fashion,2,30,60,184,2024-03-06 06:30:31,East
1404,6006,T-shirt,Fashion,8,20,160,113,2023-12-26 06:30:31,South
1405,1001,Laptop,Electronics,9,800,7200,127,2023-05-10 06:30:31,North
1406,6006,T-shirt,Fashion,3,20,60,163,2023-12-14 06:30:31,West
1407,1001,Laptop,Electronics,7,800,5600,158,2023-07-29 06:30:31,South
1408,2002,Smartphone,Electronics,5,500,2500,142,2023-08-24 06:30:31,West
1409,4004,Sneakers,Fashion,9,50,450,144,2023-07-14 06:30:31,East
1410,2002,Smartphone,Electronics,6,500,3000,168,2024-03-07 06:30:31,South
1411,3003,Headphones,Electronics,7,100,700,142,2023-09-24 06:30:31,North
1412,6006,T-shirt,Fashion,2,20,40,102,2023-09-07 06:30:31,West
1413,4004,Sneakers,Fashion,5,50,250,156,2023-07-29 06:30:31,North
1414,5005,Sunglasses,Fashion,7,30,210,142,2023-12-31 06:30:31,West
1415,2002,Smartphone,Electronics,3,500,1500,122,2023-07-29 06:30:31,North
1416,2002,Smartphone,Electronics,3,500,1500,182,2023-09-15 06:30:31,North
1417,1001,Laptop,Electronics,1,800,800,127,2023-07-17 06:30:31,South
1418,6006,T-shirt,Fashion,4,20,80,196,2024-01-21 06:30:31,East
1419,2002,Smartphone,Electronics,1,500,500,174,2024-01-01 06:30:31,West
1420,4004,Sneakers,Fashion,7,50,350,112,2024-02-08 06:30:31,South
1421,5005,Sunglasses,Fashion,9,30,270,129,2023-04-26 06:30:31,West
1422,5005,Sunglasses,Fashion,5,30,150,102,2023-09-27 06:30:31,South
1423,5005,Sunglasses,Fashion,2,30,60,111,2024-03-03 06:30:31,North
1424,4004,Sneakers,Fashion,1,50,50,129,2023-12-18 06:30:31,South
1425,4004,Sneakers,Fashion,7,50,350,135,2024-03-01 06:30:31,South
1426,6006,T-shirt,Fashion,10,20,200,171,2023-06-08 06:30:31,South
1427,4004,Sneakers,Fashion,6,50,300,123,2023-08-24 06:30:31,North
1428,2002,Smartphone,Electronics,4,500,2000,197,2024-03-01 06:30:31,South
1429,1001,Laptop,Electronics,9,800,7200,148,2023-06-28 06:30:31,North
1430,1001,Laptop,Electronics,2,800,1600,194,2023-09-08 06:30:31,North
1431,1001,Laptop,Electronics,4,800,3200,153,2023-07-09 06:30:31,East
1432,4004,Sneakers,Fashion,9,50,450,141,2023-11-26 06:30:31,North
1433,6006,T-shirt,Fashion,3,20,60,178,2023-04-15 06:30:31,West
1434,1001,Laptop,Electronics,5,800,4000,112,2024-02-09 06:30:31,North
1435,2002,Smartphone,Electronics,7,500,3500,183,2023-10-15 06:30:31,West
1436,5005,Sunglasses,Fashion,7,30,210,179,2024-01-17 06:30:31,East
1437,2002,Smartphone,Electronics,6,500,3000,114,2023-09-05 06:30:31,North
1438,2002,Smartphone,Electronics,2,500,1000,103,2023-08-01 06:30:31,West
1439,3003,Headphones,Electronics,2,100,200,146,2023-03-28 06:30:31,South
1440,3003,Headphones,Electronics,4,100,400,195,2023-06-08 06:30:31,East
1441,3003,Headphones,Electronics,7,100,700,171,2024-01-06 06:30:31,South
1442,2002,Smartphone,Electronics,1,500,500,191,2023-10-04 06:30:31,South
1443,1001,Laptop,Electronics,3,800,2400,101,2023-03-21 06:30:31,East
1444,2002,Smartphone,Electronics,8,500,4000,120,2024-02-01 06:30:31,North
1445,3003,Headphones,Electronics,1,100,100,104,2023-10-09 06:30:31,West
1446,2002,Smartphone,Electronics,8,500,4000,131,2023-04-28 06:30:31,South
1447,4004,Sneakers,Fashion,4,50,200,116,2023-08-27 06:30:31,South
1448,3003,Headphones,Electronics,10,100,1000,173,2023-07-14 06:30:31,East
1449,3003,Headphones,Electronics,7,100,700,172,2023-11-09 06:30:31,West
1450,3003,Headphones,Electronics,2,100,200,135,2023-09-14 06:30:31,North
1451,3003,Headphones,Electronics,7,100,700,118,2023-04-21 06:30:31,East
1452,2002,Smartphone,Electronics,5,500,2500,153,2023-07-30 06:30:31,West
1453,1001,Laptop,Electronics,7,800,5600,105,2024-01-17 06:30:31,North
1454,5005,Sunglasses,Fashion,7,30,210,155,2023-04-30 06:30:31,West
1455,6006,T-shirt,Fashion,10,20,200,110,2024-01-14 06:30:31,West
1456,4004,Sneakers,Fashion,3,50,150,154,2023-08-28 06:30:31,East
1457,2002,Smartphone,Electronics,3,500,1500,196,2023-10-23 06:30:31,North
1458,4004,Sneakers,Fashion,5,50,250,198,2023-09-15 06:30:31,West
1459,6006,T-shirt,Fashion,2,20,40,167,2023-04-26 06:30:31,North
1460,4004,Sneakers,Fashion,2,50,100,138,2024-01-17 06:30:31,North
1461,6006,T-shirt,Fashion,3,20,60,180,2023-05-25 06:30:31,West
1462,5005,Sunglasses,Fashion,3,30,90,200,2023-07-21 06:30:31,East
1463,6006,T-shirt,Fashion,7,20,140,134,2023-04-10 06:30:31,West
1464,5005,Sunglasses,Fashion,10,30,300,168,2023-09-14 06:30:31,North
1465,2002,Smartphone,Electronics,6,500,3000,114,2024-01-19 06:30:31,West
1466,1001,Laptop,Electronics,3,800,2400,107,2023-05-18 06:30:31,East
1467,6006,T-shirt,Fashion,9,20,180,102,2024-01-15 06:30:31,South
1468,1001,Laptop,Electronics,7,800,5600,122,2023-11-14 06:30:31,West
1469,5005,Sunglasses,Fashion,10,30,300,116,2023-12-03 06:30:31,North
1470,6006,T-shirt,Fashion,5,20,100,135,2023-10-12 06:30:31,North
1471,5005,Sunglasses,Fashion,6,30,180,114,2023-04-26 06:30:31,North
1472,3003,Headphones,Electronics,2,100,200,151,2023-12-29 06:30:31,West
1473,5005,Sunglasses,Fashion,5,30,150,129,2024-02-19 06:30:31,South
1474,6006,T-shirt,Fashion,9,20,180,122,2023-10-01 06:30:31,West
1475,2002,Smartphone,Electronics,7,500,3500,143,2023-05-08 06:30:31,South
1476,3003,Headphones,Electronics,6,100,600,195,2023-05-01 06:30:31,East
1477,1001,Laptop,Electronics,2,800,1600,162,2023-07-15 06:30:31,North
1478,3003,Headphones,Electronics,7,100,700,157,2024-02-05 06:30:31,North
1479,4004,Sneakers,Fashion,4,50,200,160,2023-05-15 06:30:31,North
1480,2002,Smartphone,Electronics,7,500,3500,129,2023-12-06 06:30:31,East
1481,5005,Sunglasses,Fashion,2,30,60,199,2024-02-24 06:30:31,West
1482,3003,Headphones,Electronics,1,100,100,183,2023-11-26 06:30:31,West
1483,1001,Laptop,Electronics,2,800,1600,196,2023-04-09 06:30:31,South
1484,5005,Sunglasses,Fashion,1,30,30,188,2024-01-20 06:30:31,East
1485,1001,Laptop,Electronics,9,800,7200,145,2024-01-24 06:30:31,East
1486,3003,Headphones,Electronics,2,100,200,132,2023-07-04 06:30:31,North
1487,2002,Smartphone,Electronics,4,500,2000,146,2024-03-13 06:30:31,South
1488,3003,Headphones,Electronics,5,100,500,178,2023-03-29 06:30:31,North
1489,5005,Sunglasses,Fashion,3,30,90,177,2023-04-17 06:30:31,West
1490,3003,Headphones,Electronics,10,100,1000,165,2023-07-06 06:30:31,South
1491,3003,Headphones,Electronics,8,100,800,196,2023-08-25 06:30:31,North
1492,1001,Laptop,Electronics,9,800,7200,135,2023-08-02 06:30:31,North
1493,5005,Sunglasses,Fashion,1,30,30,119,2023-07-11 06:30:31,East
1494,5005,Sunglasses,Fashion,4,30,120,169,2023-05-31 06:30:31,North
1495,6006,T-shirt,Fashion,9,20,180,138,2024-01-22 06:30:31,East
1496,3003,Headphones,Electronics,7,100,700,148,2024-03-03 06:30:31,North
1497,6006,T-shirt,Fashion,3,20,60,185,2023-11-10 06:30:31,South
1498,2002,Smartphone,Electronics,3,500,1500,182,2024-03-10 06:30:31,South
1499,1001,Laptop,Electronics,8,800,6400,138,2023-06-28 06:30:31,South
1500,6006,T-shirt,Fashion,6,20,120,156,2023-06-02 06:30:31,North
1501,3003,Headphones,Electronics,8,100,800,116,2023-09-03 06:30:31,East
1502,5005,Sunglasses,Fashion,8,30,240,105,2024-01-17 06:30:31,South
1503,4004,Sneakers,Fashion,7,50,350,106,2024-01-19 06:30:31,West
1504,5005,Sunglasses,Fashion,8,30,240,121,2024-01-30 06:30:31,North
1505,3003,Headphones,Electronics,6,100,600,164,2023-05-30 06:30:31,West
1506,5005,Sunglasses,Fashion,9,30,270,141,2023-04-13 06:30:31,North
1507,6006,T-shirt,Fashion,1,20,20,124,2023-08-15 06:30:31,North
1508,1001,Laptop,Electronics,4,800,3200,194,2023-05-19 06:30:31,South
1509,5005,Sunglasses,Fashion,1,30,30,158,2023-06-18 06:30:31,North
1510,6006,T-shirt,Fashion,4,20,80,159,2023-11-24 06:30:31,South
1511,1001,Laptop,Electronics,4,800,3200,127,2024-02-16 06:30:31,South
1512,6006,T-shirt,Fashion,2,20,40,142,2023-06-30 06:30:31,East
1513,4004,Sneakers,Fashion,6,50,300,127,2024-01-27 06:30:31,South
1514,5005,Sunglasses,Fashion,4,30,120,141,2023-04-26 06:30:31,North
1515,6006,T-shirt,Fashion,3,20,60,154,2024-03-17 06:30:31,West
1516,3003,Headphones,Electronics,7,100,700,143,2023-06-16 06:30:31,East
1517,5005,Sunglasses,Fashion,2,30,60,111,2023-07-28 06:30:31,West
1518,3003,Headphones,Electronics,1,100,100,188,2023-10-21 06:30:31,North
1519,3003,Headphones,Electronics,4,100,400,142,2023-11-05 06:30:31,North
1520,2002,Smartphone,Electronics,8,500,4000,190,2023-05-06 06:30:31,West
1521,2002,Smartphone,Electronics,9,500,4500,124,2023-10-22 06:30:31,North
1522,6006,T-shirt,Fashion,10,20,200,116,2024-02-04 06:30:31,South
1523,2002,Smartphone,Electronics,4,500,2000,150,2023-09-14 06:30:31,South
1524,4004,Sneakers,Fashion,1,50,50,131,2023-10-03 06:30:31,South
1525,2002,Smartphone,Electronics,9,500,4500,165,2023-05-06 06:30:31,North
1526,6006,T-shirt,Fashion,6,20,120,142,2024-02-25 06:30:31,East
1527,4004,Sneakers,Fashion,9,50,450,117,2024-01-01 06:30:31,South
1528,6006,T-shirt,Fashion,7,20,140,183,2023-10-05 06:30:31,East
1529,6006,T-shirt,Fashion,9,20,180,119,2023-03-26 06:30:31,East
1530,1001,Laptop,Electronics,1,800,800,150,2024-03-18 06:30:31,East
1531,5005,Sunglasses,Fashion,8,30,240,157,2024-01-03 06:30:31,West
1532,6006,T-shirt,Fashion,5,20,100,164,2023-10-08 06:30:31,East
1533,4004,Sneakers,Fashion,6,50,300,151,2023-05-14 06:30:31,West
1534,4004,Sneakers,Fashion,9,50,450,118,2023-06-19 06:30:31,North
1535,2002,Smartphone,Electronics,2,500,1000,157,2023-09-09 06:30:31,South
1536,2002,Smartphone,Electronics,5,500,2500,118,2023-05-21 06:30:31,South
1537,4004,Sneakers,Fashion,10,50,500,155,2024-02-20 06:30:31,West
1538,1001,Laptop,Electronics,6,800,4800,124,2023-08-23 06:30:31,South
1539,6006,T-shirt,Fashion,3,20,60,114,2023-05-20 06:30:31,West
1540,6006,T-shirt,Fashion,1,20,20,122,2023-07-25 06:30:31,West
1541,5005,Sunglasses,Fashion,2,30,60,104,2023-07-26 06:30:31,East
1542,5005,Sunglasses,Fashion,6,30,180,160,2024-01-16 06:30:31,East
1543,6006,T-shirt,Fashion,10,20,200,162,2023-05-11 06:30:31,West
1544,3003,Headphones,Electronics,5,100,500,200,2023-08-15 06:30:31,East
1545,1001,Laptop,Electronics,5,800,4000,186,2024-01-02 06:30:31,West
1546,3003,Headphones,Electronics,6,100,600,159,2023-06-06 06:30:31,East
1547,6006,T-shirt,Fashion,2,20,40,139,2023-11-24 06:30:31,East
1548,3003,Headphones,Electronics,1,100,100,105,2024-02-16 06:30:31,South
1549,2002,Smartphone,Electronics,7,500,3500,187,2023-04-01 06:30:31,South
1550,4004,Sneakers,Fashion,1,50,50,149,2023-08-07 06:30:31,South
1551,5005,Sunglasses,Fashion,5,30,150,139,2023-10-07 06:30:31,South
1552,6006,T-shirt,Fashion,7,20,140,147,2023-07-13 06:30:31,West
1553,4004,Sneakers,Fashion,7,50,350,142,2023-12-28 06:30:31,North
1554,6006,T-shirt,Fashion,7,20,140,184,2023-12-16 06:30:31,South
1555,4004,Sneakers,Fashion,3,50,150,186,2023-06-10 06:30:31,West
1556,3003,Headphones,Electronics,8,100,800,103,2023-04-18 06:30:31,North
1557,4004,Sneakers,Fashion,10,50,500,127,2023-09-02 06:30:31,East
1558,1001,Laptop,Electronics,5,800,4000,152,2024-02-25 06:30:31,North
1559,3003,Headphones,Electronics,7,100,700,200,2023-09-21 06:30:31,South
1560,6006,T-shirt,Fashion,5,20,100,179,2023-11-29 06:30:31,South
1561,2002,Smartphone,Electronics,6,500,3000,157,2023-08-20 06:30:31,South
1562,5005,Sunglasses,Fashion,9,30,270,182,2023-03-24 06:30:31,North
1563,1001,Laptop,Electronics,6,800,4800,164,2023-03-22 06:30:31,North
1564,3003,Headphones,Electronics,5,100,500,186,2023-06-28 06:30:31,North
1565,1001,Laptop,Electronics,7,800,5600,114,2023-09-28 06:30:31,East
1566,2002,Smartphone,Electronics,8,500,4000,130,2024-01-26 06:30:31,South
1567,3003,Headphones,Electronics,2,100,200,132,2023-10-07 06:30:31,North
1568,2002,Smartphone,Electronics,10,500,5000,122,2023-11-14 06:30:31,East
1569,1001,Laptop,Electronics,8,800,6400,198,2023-04-02 06:30:31,East
1570,1001,Laptop,Electronics,1,800,800,151,2023-10-18 06:30:31,West
1571,6006,T-shirt,Fashion,2,20,40,128,2024-01-10 06:30:31,North
1572,4004,Sneakers,Fashion,1,50,50,111,2023-10-26 06:30:31,North
1573,6006,T-shirt,Fashion,8,20,160,110,2024-01-11 06:30:31,West
1574,1001,Laptop,Electronics,9,800,7200,184,2024-03-11 06:30:31,East
1575,5005,Sunglasses,Fashion,2,30,60,150,2023-07-09 06:30:31,North
1576,1001,Laptop,Electronics,9,800,7200,190,2023-09-01 06:30:31,West
1577,5005,Sunglasses,Fashion,9,30,270,160,2024-02-27 06:30:31,West
1578,3003,Headphones,Electronics,8,100,800,145,2023-10-05 06:30:31,West
1579,4004,Sneakers,Fashion,5,50,250,106,2024-01-04 06:30:31,West
1580,3003,Headphones,Electronics,3,100,300,133,2023-06-08 06:30:31,East
1581,6006,T-shirt,Fashion,8,20,160,189,2023-06-14 06:30:31,North
1582,6006,T-shirt,Fashion,9,20,180,189,2023-07-11 06:30:31,South
1583,4004,Sneakers,Fashion,9,50,450,123,2023-12-12 06:30:31,South
1584,4004,Sneakers,Fashion,1,50,50,194,2023-08-01 06:30:31,East
1585,4004,Sneakers,Fashion,8,50,400,186,2023-07-01 06:30:31,South
1586,4004,Sneakers,Fashion,2,50,100,103,2023-04-06 06:30:31,East
1587,3003,Headphones,Electronics,4,100,400,193,2023-10-18 06:30:31,East
1588,4004,Sneakers,Fashion,10,50,500,199,2023-08-29 06:30:31,East
1589,5005,Sunglasses,Fashion,2,30,60,156,2023-11-14 06:30:31,North
1590,2002,Smartphone,Electronics,1,500,500,109,2023-07-12 06:30:31,East
1591,5005,Sunglasses,Fashion,9,30,270,147,2023-09-25 06:30:31,North
1592,6006,T-shirt,Fashion,7,20,140,143,2023-08-05 06:30:31,South
1593,3003,Headphones,Electronics,4,100,400,196,2023-07-08 06:30:31,North
1594,2002,Smartphone,Electronics,3,500,1500,185,2023-10-02 06:30:31,West
1595,1001,Laptop,Electronics,5,800,4000,166,2023-11-07 06:30:31,East
1596,1001,Laptop,Electronics,9,800,7200,166,2024-03-17 06:30:31,North
1597,6006,T-shirt,Fashion,7,20,140,186,2023-09-11 06:30:31,South
1598,3003,Headphones,Electronics,10,100,1000,127,2023-11-14 06:30:31,South
1599,1001,Laptop,Electronics,2,800,1600,101,2023-08-30 06:30:31,West
1600,2002,Smartphone,Electronics,5,500,2500,105,2023-08-17 06:30:31,North
1601,4004,Sneakers,Fashion,3,50,150,181,2023-03-27 06:30:31,East
1602,2002,Smartphone,Electronics,10,500,5000,155,2024-03-04 06:30:31,West
1603,4004,Sneakers,Fashion,1,50,50,133,2024-02-29 06:30:31,East
1604,1001,Laptop,Electronics,3,800,2400,178,2023-04-27 06:30:31,East
1605,1001,Laptop,Electronics,7,800,5600,187,2023-08-09 06:30:31,East
1606,5005,Sunglasses,Fashion,9,30,270,178,2023-12-29 06:30:31,East
1607,3003,Headphones,Electronics,4,100,400,141,2023-07-02 06:30:31,South
1608,2002,Smartphone,Electronics,5,500,2500,189,2024-03-13 06:30:31,South
1609,4004,Sneakers,Fashion,6,50,300,110,2024-02-22 06:30:31,South
1610,4004,Sneakers,Fashion,9,50,450,101,2023-06-15 06:30:31,South
1611,6006,T-shirt,Fashion,9,20,180,119,2023-07-21 06:30:31,North
1612,2002,Smartphone,Electronics,8,500,4000,143,2023-09-21 06:30:31,West
1613,4004,Sneakers,Fashion,7,50,350,154,2023-05-18 06:30:31,West
1614,6006,T-shirt,Fashion,9,20,180,110,2024-03-08 06:30:31,South
1615,5005,Sunglasses,Fashion,4,30,120,135,2023-11-02 06:30:31,North
1616,2002,Smartphone,Electronics,4,500,2000,103,2023-09-30 06:30:31,South
1617,5005,Sunglasses,Fashion,4,30,120,111,2024-01-29 06:30:31,South
1618,6006,T-shirt,Fashion,9,20,180,137,2023-07-14 06:30:31,South
1619,5005,Sunglasses,Fashion,3,30,90,126,2023-09-07 06:30:31,East
1620,6006,T-shirt,Fashion,8,20,160,196,2023-12-21 06:30:31,South
1621,6006,T-shirt,Fashion,8,20,160,198,2023-08-30 06:30:31,North
1622,2002,Smartphone,Electronics,1,500,500,185,2023-03-25 06:30:31,West
1623,2002,Smartphone,Electronics,6,500,3000,196,2023-07-10 06:30:31,East
1624,2002,Smartphone,Electronics,3,500,1500,200,2023-05-04 06:30:31,North
1625,6006,T-shirt,Fashion,4,20,80,177,2024-01-20 06:30:31,South
1626,4004,Sneakers,Fashion,9,50,450,136,2024-03-04 06:30:31,West
1627,1001,Laptop,Electronics,8,800,6400,119,2023-10-18 06:30:31,South
1628,5005,Sunglasses,Fashion,1,30,30,185,2023-04-25 06:30:31,South
1629,5005,Sunglasses,Fashion,2,30,60,111,2023-10-19 06:30:31,East
1630,1001,Laptop,Electronics,5,800,4000,118,2023-09-09 06:30:31,South
1631,1001,Laptop,Electronics,7,800,5600,195,2024-01-23 06:30:31,East
1632,6006,T-shirt,Fashion,4,20,80,129,2024-02-24 06:30:31,South
1633,1001,Laptop,Electronics,6,800,4800,134,2024-03-08 06:30:31,West
1634,3003,Headphones,Electronics,10,100,1000,141,2023-04-19 06:30:31,North
1635,1001,Laptop,Electronics,1,800,800,115,2023-03-22 06:30:31,West
1636,3003,Headphones,Electronics,5,100,500,196,2023-03-20 06:30:31,East
1637,6006,T-shirt,Fashion,9,20,180,155,2023-05-12 06:30:31,North
1638,3003,Headphones,Electronics,9,100,900,120,2023-11-10 06:30:31,South
1639,2002,Smartphone,Electronics,6,500,3000,109,2023-11-17 06:30:31,West
1640,2002,Smartphone,Electronics,3,500,1500,138,2023-05-24 06:30:31,West
1641,3003,Headphones,Electronics,5,100,500,125,2023-08-23 06:30:31,North
1642,2002,Smartphone,Electronics,2,500,1000,114,2023-11-02 06:30:31,West
1643,4004,Sneakers,Fashion,2,50,100,193,2023-07-21 06:30:31,North
1644,1001,Laptop,Electronics,6,800,4800,200,2023-04-18 06:30:31,East
1645,4004,Sneakers,Fashion,8,50,400,164,2023-11-19 06:30:31,North
1646,4004,Sneakers,Fashion,5,50,250,155,2024-01-19 06:30:31,East
1647,6006,T-shirt,Fashion,3,20,60,139,2024-01-01 06:30:31,South
1648,4004,Sneakers,Fashion,6,50,300,106,2023-10-22 06:30:31,East
1649,3003,Headphones,Electronics,5,100,500,122,2023-04-14 06:30:31,North
1650,6006,T-shirt,Fashion,5,20,100,186,2023-11-05 06:30:31,East
1651,3003,Headphones,Electronics,8,100,800,157,2023-08-06 06:30:31,West
1652,1001,Laptop,Electronics,2,800,1600,173,2024-01-05 06:30:31,East
1653,3003,Headphones,Electronics,2,100,200,180,2023-08-08 06:30:31,East
1654,4004,Sneakers,Fashion,1,50,50,178,2023-10-26 06:30:31,West
1655,3003,Headphones,Electronics,1,100,100,125,2024-01-03 06:30:31,West
1656,3003,Headphones,Electronics,7,100,700,102,2023-11-15 06:30:31,East
1657,1001,Laptop,Electronics,6,800,4800,185,2024-01-16 06:30:31,East
1658,3003,Headphones,Electronics,6,100,600,120,2023-03-25 06:30:31,North
1659,6006,T-shirt,Fashion,4,20,80,151,2023-04-14 06:30:31,North
1660,4004,Sneakers,Fashion,10,50,500,131,2023-10-02 06:30:31,East
1661,1001,Laptop,Electronics,3,800,2400,198,2023-04-08 06:30:31,West
1662,5005,Sunglasses,Fashion,10,30,300,197,2023-05-28 06:30:31,North
1663,5005,Sunglasses,Fashion,4,30,120,110,2024-02-10 06:30:31,East
1664,4004,Sneakers,Fashion,1,50,50,136,2024-02-01 06:30:31,North
1665,5005,Sunglasses,Fashion,9,30,270,179,2023-03-20 06:30:31,West
1666,5005,Sunglasses,Fashion,6,30,180,189,2024-02-21 06:30:31,South
1667,4004,Sneakers,Fashion,7,50,350,130,2023-10-11 06:30:31,East
1668,2002,Smartphone,Electronics,5,500,2500,192,2023-04-02 06:30:31,North
1669,2002,Smartphone,Electronics,9,500,4500,170,2023-05-02 06:30:31,West
1670,5005,Sunglasses,Fashion,9,30,270,131,2024-01-06 06:30:31,South
1671,2002,Smartphone,Electronics,4,500,2000,193,2023-12-12 06:30:31,East
1672,2002,Smartphone,Electronics,7,500,3500,148,2024-02-26 06:30:31,North
1673,1001,Laptop,Electronics,3,800,2400,148,2023-06-28 06:30:31,North
1674,3003,Headphones,Electronics,4,100,400,109,2024-03-15 06:30:31,South
1675,2002,Smartphone,Electronics,4,500,2000,138,2023-07-22 06:30:31,North
1676,4004,Sneakers,Fashion,9,50,450,109,2023-05-10 06:30:31,East
1677,3003,Headphones,Electronics,8,100,800,153,2023-11-10 06:30:31,East
1678,6006,T-shirt,Fashion,2,20,40,164,2023-06-09 06:30:31,South
1679,4004,Sneakers,Fashion,1,50,50,128,2023-12-06 06:30:31,East
1680,4004,Sneakers,Fashion,5,50,250,188,2023-09-08 06:30:31,East
1681,2002,Smartphone,Electronics,3,500,1500,168,2023-09-22 06:30:31,West
1682,2002,Smartphone,Electronics,3,500,1500,125,2023-04-13 06:30:31,East
1683,3003,Headphones,Electronics,2,100,200,187,2023-07-06 06:30:31,East
1684,5005,Sunglasses,Fashion,9,30,270,145,2023-04-29 06:30:31,East
1685,4004,Sneakers,Fashion,9,50,450,102,2023-06-18 06:30:31,West
1686,4004,Sneakers,Fashion,10,50,500,120,2023-07-18 06:30:31,North
1687,6006,T-shirt,Fashion,9,20,180,152,2023-12-07 06:30:31,West
1688,2002,Smartphone,Electronics,7,500,3500,122,2023-05-27 06:30:31,South
1689,3003,Headphones,Electronics,4,100,400,145,2024-02-13 06:30:31,North
1690,3003,Headphones,Electronics,4,100,400,196,2023-08-17 06:30:31,North
1691,4004,Sneakers,Fashion,7,50,350,178,2023-10-04 06:30:31,East
1692,2002,Smartphone,Electronics,9,500,4500,163,2023-04-28 06:30:31,East
1693,1001,Laptop,Electronics,3,800,2400,152,2023-08-22 06:30:31,East
1694,4004,Sneakers,Fashion,2,50,100,118,2023-11-07 06:30:31,North
1695,1001,Laptop,Electronics,6,800,4800,146,2023-06-20 06:30:31,West
1696,6006,T-shirt,Fashion,2,20,40,169,2023-07-06 06:30:31,South
1697,6006,T-shirt,Fashion,8,20,160,160,2023-12-28 06:30:31,East
1698,4004,Sneakers,Fashion,5,50,250,149,2023-04-08 06:30:31,East
1699,6006,T-shirt,Fashion,6,20,120,153,2023-07-02 06:30:31,North
1700,6006,T-shirt,Fashion,3,20,60,115,2024-02-02 06:30:31,West
1701,3003,Headphones,Electronics,3,100,300,167,2023-06-15 06:30:31,South
1702,2002,Smartphone,Electronics,2,500,1000,122,2023-11-03 06:30:31,West
1703,5005,Sunglasses,Fashion,2,30,60,118,2023-10-11 06:30:31,South
1704,3003,Headphones,Electronics,10,100,1000,161,2023-10-12 06:30:31,North
1705,4004,Sneakers,Fashion,4,50,200,161,2024-01-28 06:30:31,North
1706,2002,Smartphone,Electronics,4,500,2000,176,2023-05-17 06:30:31,West
1707,4004,Sneakers,Fashion,1,50,50,172,2024-02-01 06:30:31,West
1708,5005,Sunglasses,Fashion,9,30,270,170,2023-08-01 06:30:31,North
1709,2002,Smartphone,Electronics,4,500,2000,169,2023-09-07 06:30:31,West
1710,4004,Sneakers,Fashion,5,50,250,145,2023-04-08 06:30:31,West
1711,6006,T-shirt,Fashion,3,20,60,175,2023-06-19 06:30:31,West
1712,2002,Smartphone,Electronics,4,500,2000,159,2024-01-15 06:30:31,North
1713,5005,Sunglasses,Fashion,2,30,60,153,2023-12-21 06:30:31,North
1714,1001,Laptop,Electronics,6,800,4800,193,2023-09-25 06:30:31,South
1715,4004,Sneakers,Fashion,7,50,350,112,2023-08-12 06:30:31,West
1716,5005,Sunglasses,Fashion,7,30,210,182,2023-10-29 06:30:31,West
1717,5005,Sunglasses,Fashion,10,30,300,156,2023-07-28 06:30:31,South
1718,1001,Laptop,Electronics,9,800,7200,176,2024-02-27 06:30:31,South
1719,3003,Headphones,Electronics,5,100,500,196,2023-06-29 06:30:31,South
1720,1001,Laptop,Electronics,7,800,5600,152,2023-12-20 06:30:31,East
1721,6006,T-shirt,Fashion,6,20,120,119,2023-04-02 06:30:31,North
1722,1001,Laptop,Electronics,4,800,3200,186,2024-01-10 06:30:31,West
1723,6006,T-shirt,Fashion,8,20,160,127,2023-11-27 06:30:31,East
1724,1001,Laptop,Electronics,2,800,1600,109,2023-03-25 06:30:31,East
1725,6006,T-shirt,Fashion,3,20,60,177,2023-12-25 06:30:31,West
1726,2002,Smartphone,Electronics,7,500,3500,119,2023-12-25 06:30:31,North
1727,1001,Laptop,Electronics,1,800,800,112,2023-09-21 06:30:31,East
1728,1001,Laptop,Electronics,4,800,3200,123,2023-07-20 06:30:31,East
1729,5005,Sunglasses,Fashion,3,30,90,170,2023-10-30 06:30:31,East
